reviewid,s_protocol,s_protocol_version,s_standards_version,s_citation,s_intervention_name,s_study_design,s_study_rating,s_delivery_method_individual,s_delivery_method_school,s_delivery_method_small_group,s_delivery_method_whole_class,s_program_type_curriculum,s_program_type_policy,s_program_type_practice,s_program_type_school_level,s_program_type_supplement,s_program_type_teacher_level,s_studyid,f_findingid,f_intervention_name,f_comparison,f_outcome_measureid,f_outcome_measure,f_outcome_domain,new_outcome_domain,f_period,f_sample_description,f_is_subgroup,f_ss,f_t_ss,f_c_ss,f_cluster_ss,f_t_cluster_ss,f_c_cluster_ss,f_effect_size_study,f_effect_size_wwc,f_improvement_index,f_p_value_study,f_p_value_wwc,f_icc,f_essa_rating,asian,black,white,indigenous,new_race_other,el,econ_dis,latino,female,sped,low,high,time,grade,category,subgroup,broad_domain,effect_size,corr,var_t,var_t_corr,subgroup_black,subgroup_econ_dis,subgroup_el,subgroup_female,subgroup_high,subgroup_low,subgroup_latino,subgroup_sped,subgroup_site,subgroup_cohort,subgroup_white,subgroup_treatment,includes_black,includes_econ_dis,includes_el,includes_female,includes_high,includes_low,includes_latino,includes_sped,includes_white,subgroup_time,subgroup_grade,includes_time,includes_grade
51721,Early Childhood Education,2,2.0999999,"Lonigan, C. J., Farver, J. M., Clancy-Menchetti, J., & Phillips, B. M. (2005, April). Promoting the development of preschool childrenâs emergent literacy skills: A randomized evaluation of a literacy-focused curriculum and two professional development models. Paper presented at the biennial meeting of the Society for Research in Child Development, Atlanta, GA.",Literacy Express,randomized controlled trial,Meets WWC standards without reservations,0,0,1,1,1,0,0,0,0,0,63987,896,Literacy Express,14.7,962,Preschool Comprehensive Test of Phonological and Print Processing (Pre-CTOPPP): Print Knowledge subtest,print knowledge,Phonics & alphabetics,,preschoolers,False,722,486,236,48,30,18,.31999999,.32180381,13,,.000069840746,,Evidence Tier 1,0,55.700001,7.9000001,0,36.399998,100,,35,49,,,,,,,,Literacy,.32180381,.99895799,.0063669663,.0063537043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51721,Early Childhood Education,2,2.0999999,"Lonigan, C. J., Farver, J. M., Clancy-Menchetti, J., & Phillips, B. M. (2005, April). Promoting the development of preschool childrenâs emergent literacy skills: A randomized evaluation of a literacy-focused curriculum and two professional development models. Paper presented at the biennial meeting of the Society for Research in Child Development, Atlanta, GA.",Literacy Express,randomized controlled trial,Meets WWC standards without reservations,0,0,1,1,1,0,0,0,0,0,63987,902,Literacy Express,8.54,324,Preschool Comprehensive Test of Phonological and Print Processing (Pre-CTOPPP): Word Span subtest,cognition,Cognition,,preschoolers,False,722,486,236,48,30,18,.13,.12518813,5,,.1023638,,,0,55.700001,7.9000001,0,36.399998,100,,35,49,,,,,,,,General achievement,.12518813,.99895799,.0063058073,.0062926728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60033,Early Childhood Education for Children with Disabilities,2,2.0999999,"Yoder, P. J., Kaiser, A. P., & Alpert, C. L. (1991). An exploratory study of the interaction between language teaching methods and child characteristics. Journal of Speech and Hearing Research, 34(1), 155â167.",Milieu Teaching,randomized controlled trial,Meets WWC standards without reservations,0,0,1,0,0,0,1,0,0,0,70849,968,Milieu Teaching,8.1000004,1425,Rate of intelligibility utterances (per minute),communication/ language,Language proficiency,,preschool students,False,40,20,20,,,,0,0,0,,.99998999,,,,,,,100,,,,,100,,,,,,,Literacy,0,.98013246,.1,.096065968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60033,Early Childhood Education for Children with Disabilities,2,2.0999999,"Yoder, P. J., Kaiser, A. P., & Alpert, C. L. (1991). An exploratory study of the interaction between language teaching methods and child characteristics. Journal of Speech and Hearing Research, 34(1), 155â167.",Milieu Teaching,randomized controlled trial,Meets WWC standards without reservations,0,0,1,0,0,0,1,0,0,0,70849,966,Milieu Teaching,.40000001,1422,Percentage of self-initiated utterances,communication/ language,Language proficiency,,preschool students,False,40,20,20,,,,.47999999,1.9602649,18,,.13710667,,,,,,,100,,,,,100,,,,,,,Literacy,1.9602649,.98013246,.15263158,.14662699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60033,Early Childhood Education for Children with Disabilities,2,2.0999999,"Yoder, P. J., Kaiser, A. P., & Alpert, C. L. (1991). An exploratory study of the interaction between language teaching methods and child characteristics. Journal of Speech and Hearing Research, 34(1), 155â167.",Milieu Teaching,randomized controlled trial,Meets WWC standards without reservations,0,0,1,0,0,0,1,0,0,0,70849,970,Milieu Teaching,30.799999,1434,The Sequenced Inventory of Communication Development- Expressive (SICD-E) age,communication/ language,Language proficiency,,preschool students,False,40,20,20,,,,.050000001,.052566584,2,,.87518293,,,,,,,100,,,,,100,,,,,,,Literacy,.052566584,.98013246,.10003785,.096102327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60033,Early Childhood Education for Children with Disabilities,2,2.0999999,"Yoder, P. J., Kaiser, A. P., & Alpert, C. L. (1991). An exploratory study of the interaction between language teaching methods and child characteristics. Journal of Speech and Hearing Research, 34(1), 155â167.",Milieu Teaching,randomized controlled trial,Meets WWC standards without reservations,0,0,1,0,0,0,1,0,0,0,70849,965,Milieu Teaching,2.5,1416,Mean length utterance (MLU),communication/ language,Language proficiency,,preschool students,False,40,20,20,,,,.090000004,.089102954,4,,.77745259,,,,,,,100,,,,,100,,,,,,,Literacy,.089102954,.98013246,.10010874,.096170425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60033,Early Childhood Education for Children with Disabilities,2,2.0999999,"Yoder, P. J., Kaiser, A. P., & Alpert, C. L. (1991). An exploratory study of the interaction between language teaching methods and child characteristics. Journal of Speech and Hearing Research, 34(1), 155â167.",Milieu Teaching,randomized controlled trial,Meets WWC standards without reservations,0,0,1,0,0,0,1,0,0,0,70849,967,Milieu Teaching,3.2,1424,Rate of different words (per minute),communication/ language,Language proficiency,,preschool students,False,40,20,20,,,,.07,.066612512,3,,.82596749,,,,,,,100,,,,,100,,,,,,,Literacy,.066612512,.98013246,.10006078,.096124351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60033,Early Childhood Education for Children with Disabilities,2,2.0999999,"Yoder, P. J., Kaiser, A. P., & Alpert, C. L. (1991). An exploratory study of the interaction between language teaching methods and child characteristics. Journal of Speech and Hearing Research, 34(1), 155â167.",Milieu Teaching,randomized controlled trial,Meets WWC standards without reservations,0,0,1,0,0,0,1,0,0,0,70849,969,Milieu Teaching,9.1999998,1426,Rate of utterances (per minute),communication/ language,Language proficiency,,preschool students,False,40,20,20,,,,-.029999999,-.032131173,-1,,.92490518,,,,,,,100,,,,,100,,,,,,,Literacy,-.032131173,.98013246,.10001414,.096079551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60033,Early Childhood Education for Children with Disabilities,2,2.0999999,"Yoder, P. J., Kaiser, A. P., & Alpert, C. L. (1991). An exploratory study of the interaction between language teaching methods and child characteristics. Journal of Speech and Hearing Research, 34(1), 155â167.",Milieu Teaching,randomized controlled trial,Meets WWC standards without reservations,0,0,1,0,0,0,1,0,0,0,70849,972,Milieu Teaching,.40000001,1439,Type token ratio (TTR),communication/ language,Language proficiency,,preschool students,False,40,20,20,,,,0,0,0,,.99998999,,,,,,,100,,,,,100,,,,,,,Literacy,0,.98013246,.1,.096065968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60033,Early Childhood Education for Children with Disabilities,2,2.0999999,"Yoder, P. J., Kaiser, A. P., & Alpert, C. L. (1991). An exploratory study of the interaction between language teaching methods and child characteristics. Journal of Speech and Hearing Research, 34(1), 155â167.",Milieu Teaching,randomized controlled trial,Meets WWC standards without reservations,0,0,1,0,0,0,1,0,0,0,70849,971,Milieu Teaching,31.6,1435,The Sequenced Inventory of Communication Development- Receptive (SICD-R) age,communication/ language,Language proficiency,,preschool students,False,40,20,20,,,,.079999998,.076858357,3,,.80161071,,,,,,,100,,,,,100,,,,,,,Literacy,.076858357,.98013246,.10008091,.096143685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60033,Early Childhood Education for Children with Disabilities,2,2.0999999,"Yoder, P. J., Kaiser, A. P., & Alpert, C. L. (1991). An exploratory study of the interaction between language teaching methods and child characteristics. Journal of Speech and Hearing Research, 34(1), 155â167.",Milieu Teaching,randomized controlled trial,Meets WWC standards without reservations,0,0,1,0,0,0,1,0,0,0,70849,964,Milieu Teaching,.89999998,1410,Intelligibility (percentage of utterances intelligible),communication/ language,Language proficiency,,preschool students,False,40,20,20,,,,0,0,0,,.99998999,,,,,,,100,,,,,100,,,,,,,Literacy,0,.98013246,.1,.096065968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60244,Science,2,2.0999999,"Pyke, C., Lynch, S., Kuipers, J., Szesze, M., & Watson, W. (2004). Implementation study of Exploring Motion and Forces (2003â2004) (SCALE-uP Report No. 5). Washington, DC: George Washington University, SCALE-uP.",Astronomy Resources for Intercurricular Elementary Science (ARIES): Exploring Motion and Forces,randomized controlled trial,Meets WWC standards without reservations,0,0,0,1,1,0,0,0,0,0,70966,2059,Astronomy Resources for Intercurricular Elementary Science (ARIES): Exploring Motion and Forces,55.419998,1202,Motion and Forces Assessment,science achievement,Science,1997-1999,grade 6 cohort 2,False,1915,910,1005,10,5,5,-.07,-.071035281,-3,,.12713502,,,14,22,46,0,18,6,23,18,48,13,,,,,,,Other,-.071035281,.99960792,.002095246,.0020936034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
60244,Science,2,2.0999999,"Pyke, C., Lynch, S., Kuipers, J., Szesze, M., & Watson, W. (2004). Implementation study of Exploring Motion and Forces (2003â2004) (SCALE-uP Report No. 5). Washington, DC: George Washington University, SCALE-uP.",Astronomy Resources for Intercurricular Elementary Science (ARIES): Exploring Motion and Forces,randomized controlled trial,Meets WWC standards without reservations,0,0,0,1,1,0,0,0,0,0,70966,1483,Astronomy Resources for Intercurricular Elementary Science (ARIES): Exploring Motion and Forces,57.509998,1202,Motion and Forces Assessment,science achievement,Science,1997-1999,grade 6 cohort 1,False,2381,1266,1115,10,5,5,.15000001,.14942046,6,,.60740447,.2,,14,22,46,0,18,6,23,18,48,13,,,,,,,Other,.14942046,1.0029172,.00012968264,.00013044036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
60244,Science,2,2.0999999,"Pyke, C., Lynch, S., Kuipers, J., Szesze, M., & Watson, W. (2004). Implementation study of Exploring Motion and Forces (2003â2004) (SCALE-uP Report No. 5). Washington, DC: George Washington University, SCALE-uP.",Astronomy Resources for Intercurricular Elementary Science (ARIES): Exploring Motion and Forces,randomized controlled trial,Meets WWC standards without reservations,0,0,0,1,1,0,0,0,0,0,70966,3749,Astronomy Resources for Intercurricular Elementary Science (ARIES): Exploring Motion and Forces,53.049999,1202,Motion and Forces Assessment,science achievement,Science,1997-1999,cohort 1; female -,True,1064,555,509,10,5,5,.090000004,.051431101,4,,.75957179,.2,,14,22,46,0,18,6,23,18,48,13,,,,,gender,female,Other,.051431101,1.0033025,.00018284524,.00018405491,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
60244,Science,2,2.0999999,"Pyke, C., Lynch, S., Kuipers, J., Szesze, M., & Watson, W. (2004). Implementation study of Exploring Motion and Forces (2003â2004) (SCALE-uP Report No. 5). Washington, DC: George Washington University, SCALE-uP.",Astronomy Resources for Intercurricular Elementary Science (ARIES): Exploring Motion and Forces,randomized controlled trial,Meets WWC standards without reservations,0,0,0,1,1,0,0,0,0,0,70966,3750,Astronomy Resources for Intercurricular Elementary Science (ARIES): Exploring Motion and Forces,47.040001,1202,Motion and Forces Assessment,science achievement,Science,1997-1999,cohort 1; hispanic -,True,394,207,187,10,5,5,-.0099999998,-.013434919,0,,.9736042,.2,,14,22,46,0,18,6,23,18,48,13,,,,,race/ethnicity,latino,Other,-.013434919,1.0044928,.0011763396,.0011869334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
60244,Science,2,2.0999999,"Pyke, C., Lynch, S., Kuipers, J., Szesze, M., & Watson, W. (2004). Implementation study of Exploring Motion and Forces (2003â2004) (SCALE-uP Report No. 5). Washington, DC: George Washington University, SCALE-uP.",Astronomy Resources for Intercurricular Elementary Science (ARIES): Exploring Motion and Forces,randomized controlled trial,Meets WWC standards without reservations,0,0,0,1,1,0,0,0,0,0,70966,2060,Astronomy Resources for Intercurricular Elementary Science (ARIES): Exploring Motion and Forces,50.84,1202,Motion and Forces Assessment,science achievement,Science,1997-1999,grade 6 cohort 3,False,1762,902,860,10,5,5,.23,.23499016,9,,.43135715,.2,,14,22,46,0,18,6,23,18,48,13,,,,,,,Other,.23499016,1.0030265,.00030463215,.00030647888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
60244,Science,2,2.0999999,"Pyke, C., Lynch, S., Kuipers, J., Szesze, M., & Watson, W. (2004). Implementation study of Exploring Motion and Forces (2003â2004) (SCALE-uP Report No. 5). Washington, DC: George Washington University, SCALE-uP.",Astronomy Resources for Intercurricular Elementary Science (ARIES): Exploring Motion and Forces,randomized controlled trial,Meets WWC standards without reservations,0,0,0,1,1,0,0,0,0,0,70966,3751,Astronomy Resources for Intercurricular Elementary Science (ARIES): Exploring Motion and Forces,48.259998,1202,Motion and Forces Assessment,science achievement,Science,1997-1999,cohort 1; sped -,True,195,102,93,10,5,5,-.18000001,-.24709563,-7,,.56683731,.2,,14,22,46,0,18,6,23,18,48,13,,,,,special ed status,sped,Other,-.24709563,1.0064392,.0047787498,.0048404909,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60737,Early Childhood Education for Children with Disabilities,2,2.0999999,"OâConnor, R. E., Jenkins, J. R., Leicester, N., & Slocum, T. A. (1993). Teaching phonological awareness to young children with learning disabilities. Exceptional Children, 59(6), 532â546.",Phonological Awareness Training,randomized controlled trial,Meets WWC standards without reservations,0,0,1,0,0,0,0,0,1,0,71618,1608,Phonological Awareness Training,1.5,1427,Rhyming: Oddity,communication/ language,Language proficiency,,4 to 6 year olds,False,22,11,11,,,,.14,.13935629,6,,.74591416,,,,,,,100,,,,22,100,,,,,,,Literacy,.13935629,.96202534,.18234277,.16875692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60737,Early Childhood Education for Children with Disabilities,2,2.0999999,"OâConnor, R. E., Jenkins, J. R., Leicester, N., & Slocum, T. A. (1993). Teaching phonological awareness to young children with learning disabilities. Exceptional Children, 59(6), 532â546.",Phonological Awareness Training,randomized controlled trial,Meets WWC standards without reservations,0,0,1,0,0,0,0,0,1,0,71618,1606,Phonological Awareness Training,.80000001,1404,Blending: Onset-rime,communication/ language,Language proficiency,,4 to 6 year olds,False,22,11,11,,,,1.33,1.3277419,41,,.0051890863,,Evidence Tier 3,,,,,100,,,,22,100,,,,,,,Literacy,1.3277419,.96202534,.22943872,.21234387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60737,Early Childhood Education for Children with Disabilities,2,2.0999999,"OâConnor, R. E., Jenkins, J. R., Leicester, N., & Slocum, T. A. (1993). Teaching phonological awareness to young children with learning disabilities. Exceptional Children, 59(6), 532â546.",Phonological Awareness Training,randomized controlled trial,Meets WWC standards without reservations,0,0,1,0,0,0,0,0,1,0,71618,1613,Phonological Awareness Training,0,1432,Segmenting: Onset-rime,communication/ language,Language proficiency,,4 to 6 year olds,False,22,11,11,,,,0,0,0,,.99998999,,,,,,,100,,,,22,100,,,,,,,Literacy,0,.96202534,.18181819,.16827142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60737,Early Childhood Education for Children with Disabilities,2,2.0999999,"OâConnor, R. E., Jenkins, J. R., Leicester, N., & Slocum, T. A. (1993). Teaching phonological awareness to young children with learning disabilities. Exceptional Children, 59(6), 532â546.",Phonological Awareness Training,randomized controlled trial,Meets WWC standards without reservations,0,0,1,0,0,0,0,0,1,0,71618,1609,Phonological Awareness Training,1.8,1428,Rhyming: Production,communication/ language,Language proficiency,,4 to 6 year olds,False,22,11,11,,,,.20999999,.2111135,8,,.62748009,,,,,,,100,,,,22,100,,,,,,,Literacy,.2111135,.96202534,.18302211,.16938564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60737,Early Childhood Education for Children with Disabilities,2,2.0999999,"OâConnor, R. E., Jenkins, J. R., Leicester, N., & Slocum, T. A. (1993). Teaching phonological awareness to young children with learning disabilities. Exceptional Children, 59(6), 532â546.",Phonological Awareness Training,randomized controlled trial,Meets WWC standards without reservations,0,0,1,0,0,0,0,0,1,0,71618,1611,Phonological Awareness Training,0,1430,Segmenting: All sounds,communication/ language,Language proficiency,,4 to 6 year olds,False,22,11,11,,,,0,0,0,,.99998999,,,,,,,100,,,,22,100,,,,,,,Literacy,0,.96202534,.18181819,.16827142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60737,Early Childhood Education for Children with Disabilities,2,2.0999999,"OâConnor, R. E., Jenkins, J. R., Leicester, N., & Slocum, T. A. (1993). Teaching phonological awareness to young children with learning disabilities. Exceptional Children, 59(6), 532â546.",Phonological Awareness Training,randomized controlled trial,Meets WWC standards without reservations,0,0,1,0,0,0,0,0,1,0,71618,1612,Phonological Awareness Training,0,1431,Segmenting: First sound,communication/ language,Language proficiency,,4 to 6 year olds,False,22,11,11,,,,0,0,0,,.99998999,,,,,,,100,,,,22,100,,,,,,,Literacy,0,.96202534,.18181819,.16827142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
